LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01001162,Croydon 001D,E09000008,Croydon,0.2,9721,3,0.2,9001,3
E01001163,Croydon 002E,E09000008,Croydon,0.1,17843,6,0.1,16763,6
E01001164,Croydon 001E,E09000008,Croydon,0.2,13599,5,0.2,12099,4
E01001165,Croydon 024C,E09000008,Croydon,0.1,17114,6,0.2,13439,5
E01001166,Croydon 024D,E09000008,Croydon,0.3,8255,3,0.3,5669,2
E01001167,Croydon 028A,E09000008,Croydon,0.2,11874,4,0.2,15945,5
E01001168,Croydon 024E,E09000008,Croydon,0.1,16482,6,0.1,18405,6
E01001169,Croydon 028B,E09000008,Croydon,0.3,5134,2,0.3,7940,3
E01001170,Croydon 027E,E09000008,Croydon,0.3,8812,3,0.2,13278,5
E01001171,Croydon 028C,E09000008,Croydon,0.3,8606,3,0.2,9586,3
E01001172,Croydon 028D,E09000008,Croydon,0.4,2908,1,0.4,3140,1
E01001173,Croydon 028E,E09000008,Croydon,0.3,5992,2,0.2,15245,5
E01001174,Croydon 011A,E09000008,Croydon,0.2,14266,5,0.2,10655,4
E01001175,Croydon 011B,E09000008,Croydon,0.3,8130,3,0.2,9514,3
E01001176,Croydon 011C,E09000008,Croydon,0.2,12772,4,0.2,12141,4
E01001177,Croydon 016C,E09000008,Croydon,0.3,7179,3,0.3,4393,2
E01001178,Croydon 015D,E09000008,Croydon,0.6,152,1,0.5,762,1
E01001179,Croydon 016D,E09000008,Croydon,0.2,10869,4,0.2,11675,4
E01001180,Croydon 016E,E09000008,Croydon,0.2,12459,4,0.3,8346,3
E01001181,Croydon 015E,E09000008,Croydon,0.2,9846,3,0.5,983,1
E01001182,Croydon 011D,E09000008,Croydon,0.2,12339,4,0.2,11745,4
E01001183,Croydon 011E,E09000008,Croydon,0.2,13193,5,0.3,8255,3
E01001184,Croydon 011F,E09000008,Croydon,0.1,16513,6,0.2,13168,5
E01001185,Croydon 014B,E09000008,Croydon,0.2,10166,4,0.2,13683,5
E01001186,Croydon 014C,E09000008,Croydon,0.4,4487,2,0.3,7509,3
E01001187,Croydon 017E,E09000008,Croydon,0.3,8753,3,0.2,11475,4
E01001188,Croydon 014D,E09000008,Croydon,0.4,4229,2,0.2,9590,3
E01001189,Croydon 045B,E09000008,Croydon,0.2,11937,4,0.1,21668,7
E01001190,Croydon 045C,E09000008,Croydon,0.3,6596,3,0.2,9644,3
E01001191,Croydon 008D,E09000008,Croydon,0.4,3903,2,0.2,9587,3
E01001192,Croydon 008E,E09000008,Croydon,0.3,7404,3,0.3,6281,2
E01001193,Croydon 014E,E09000008,Croydon,0.4,4522,2,0.2,11280,4
E01001194,Croydon 045D,E09000008,Croydon,0.3,8743,3,0.2,13313,5
E01032569,Croydon 045E,E09000008,Croydon,0.4,3495,2,0.4,2983,1
E01001195,Ealing 021A,E09000009,Ealing,0.2,11550,4,0.1,19890,7
E01001196,Ealing 015A,E09000009,Ealing,0.5,1495,1,0.3,5094,2
E01001197,Ealing 021B,E09000009,Ealing,0.2,14428,5,0.2,8693,3
E01001198,Ealing 021C,E09000009,Ealing,0.1,16905,6,0.2,14531,5
E01001199,Ealing 021D,E09000009,Ealing,0.3,5517,2,0.3,6141,2
E01001200,Ealing 025A,E09000009,Ealing,0.2,13984,5,0.1,20726,7
E01001201,Ealing 025B,E09000009,Ealing,0.2,14615,5,0.2,12090,4
E01001202,Ealing 025C,E09000009,Ealing,0.3,4995,2,0.4,2797,1
E01001203,Ealing 025D,E09000009,Ealing,0.3,6862,3,0.4,2284,1
E01001204,Ealing 018A,E09000009,Ealing,0.2,14560,5,0.2,16190,5
E01001205,Ealing 018B,E09000009,Ealing,0.4,2685,1,0.2,8595,3
E01001206,Ealing 018C,E09000009,Ealing,0.6,279,1,0.4,2484,1
E01001207,Ealing 018D,E09000009,Ealing,0.1,17875,6,0.2,15412,5
E01001208,Ealing 018E,E09000009,Ealing,0.1,24203,8,0.1,23447,8
E01001209,Ealing 013A,E09000009,Ealing,0.1,26755,9,0.1,23648,8
E01001210,Ealing 016A,E09000009,Ealing,0.5,1409,1,0.5,1395,1
E01001211,Ealing 013B,E09000009,Ealing,0.1,22077,7,0.2,14350,5
E01001212,Ealing 018F,E09000009,Ealing,0.1,20791,7,0.1,23690,8
E01001213,Ealing 023A,E09000009,Ealing,0.2,10435,4,0.3,5473,2
E01001214,Ealing 023B,E09000009,Ealing,0.2,14693,5,0.2,14170,5
E01001215,Ealing 023C,E09000009,Ealing,0.2,10316,4,0.4,1820,1
E01001216,Ealing 023D,E09000009,Ealing,0.2,16148,5,0.2,10725,4
E01001217,Ealing 014A,E09000009,Ealing,0.2,16254,5,0.2,13525,5
E01001218,Ealing 012A,E09000009,Ealing,0.3,7464,3,0.4,2478,1
E01001219,Ealing 029A,E09000009,Ealing,0.4,3435,2,0.5,691,1
E01001220,Ealing 029B,E09000009,Ealing,0.4,2865,1,0.5,903,1
E01001221,Ealing 020A,E09000009,Ealing,0.2,10646,4,0.3,6107,2
E01001222,Ealing 019A,E09000009,Ealing,0.2,12381,4,0.3,6002,2
E01001223,Ealing 020B,E09000009,Ealing,0.1,27502,9,0.1,21441,7
E01001224,Ealing 019B,E09000009,Ealing,0.0,29967,10,0.1,29402,9
E01001225,Ealing 020C,E09000009,Ealing,0.2,13802,5,0.2,12850,4
E01001226,Ealing 019C,E09000009,Ealing,0.1,19811,7,0.1,19270,6
E01001227,Ealing 019D,E09000009,Ealing,0.1,28450,9,0.1,26759,9
E01001228,Ealing 019E,E09000009,Ealing,0.1,16476,6,0.2,15712,5
E01001229,Ealing 031A,E09000009,Ealing,0.3,5662,2,0.3,6426,2
E01001230,Ealing 031B,E09000009,Ealing,0.1,22451,7,0.1,21933,7
E01001231,Ealing 027A,E09000009,Ealing,0.2,12926,4,0.1,23986,8
E01001232,Ealing 031C,E09000009,Ealing,0.2,12501,4,0.2,9611,3
E01001233,Ealing 031D,E09000009,Ealing,0.2,11002,4,0.3,5530,2
E01001234,Ealing 027B,E09000009,Ealing,0.3,8608,3,0.2,10571,4
E01001235,Ealing 020D,E09000009,Ealing,0.1,19757,7,0.1,16641,6
E01001236,Ealing 020E,E09000009,Ealing,0.2,12297,4,0.3,8310,3
E01001237,Ealing 031E,E09000009,Ealing,0.1,25632,8,0.2,13652,5
E01001238,Ealing 015B,E09000009,Ealing,0.4,3445,2,0.3,7227,3
E01001239,Ealing 015C,E09000009,Ealing,0.4,2595,1,0.3,7439,3
E01001240,Ealing 024A,E09000009,Ealing,0.4,3409,2,0.3,6060,2
E01001241,Ealing 024B,E09000009,Ealing,0.3,8541,3,0.2,12639,4
E01001242,Ealing 024C,E09000009,Ealing,0.2,12224,4,0.3,8079,3
E01001243,Ealing 024D,E09000009,Ealing,0.3,6916,3,0.4,2941,1
E01001244,Ealing 024E,E09000009,Ealing,0.4,3511,2,0.4,2427,1
E01001245,Ealing 024F,E09000009,Ealing,0.3,7172,3,0.2,10643,4
E01001246,Ealing 015D,E09000009,Ealing,0.5,1028,1,0.2,8446,3
E01001247,Ealing 015E,E09000009,Ealing,0.4,4352,2,0.2,11198,4
E01001248,Ealing 035A,E09000009,Ealing,0.2,11322,4,0.2,10496,4
E01001249,Ealing 028A,E09000009,Ealing,0.3,6566,2,0.5,612,1
E01001250,Ealing 028B,E09000009,Ealing,0.4,2305,1,0.4,2823,1
E01001251,Ealing 030A,E09000009,Ealing,0.2,16150,5,0.2,14872,5
E01001252,Ealing 030B,E09000009,Ealing,0.3,6726,3,0.2,10058,4
E01001253,Ealing 030C,E09000009,Ealing,0.2,13135,4,0.2,12323,4
E01001254,Ealing 030D,E09000009,Ealing,0.1,19279,6,0.3,7895,3
E01001255,Ealing 028C,E09000009,Ealing,0.1,25289,8,0.2,14998,5
E01001257,Ealing 008A,E09000009,Ealing,0.4,3047,1,0.4,3677,2
E01001258,Ealing 010B,E09000009,Ealing,0.2,14085,5,0.2,12115,4
E01001259,Ealing 014B,E09000009,Ealing,0.2,10412,4,0.2,11526,4
E01001260,Ealing 012B,E09000009,Ealing,0.2,15836,5,0.2,10549,4
E01001261,Ealing 012C,E09000009,Ealing,0.2,10575,4,0.3,7720,3
E01001262,Ealing 010C,E09000009,Ealing,0.3,6199,2,0.3,6488,2
E01001263,Ealing 010D,E09000009,Ealing,0.3,5138,2,0.3,7142,3
E01001264,Ealing 010E,E09000009,Ealing,0.3,6852,3,0.2,9237,3
E01001265,Ealing 006A,E09000009,Ealing,0.2,13866,5,0.2,16037,5
E01001266,Ealing 006B,E09000009,Ealing,0.2,14746,5,0.1,17353,6
E01001267,Ealing 006C,E09000009,Ealing,0.3,8863,3,0.4,3309,2
E01001268,Ealing 012D,E09000009,Ealing,0.1,19660,6,0.1,16853,6
E01001269,Ealing 001A,E09000009,Ealing,0.1,20684,7,0.1,18225,6
E01001270,Ealing 004A,E09000009,Ealing,0.1,16780,6,0.2,15355,5
E01001271,Ealing 001B,E09000009,Ealing,0.2,10161,4,0.2,10939,4
E01001272,Ealing 006D,E09000009,Ealing,0.1,17379,6,0.1,16472,6
E01001273,Ealing 020F,E09000009,Ealing,0.1,22618,7,0.1,26891,9
E01001274,Ealing 020G,E09000009,Ealing,0.1,24290,8,0.1,17366,6
E01001275,Ealing 020H,E09000009,Ealing,0.1,18583,6,0.2,13902,5
E01001276,Ealing 011A,E09000009,Ealing,0.2,10918,4,0.2,12388,4
E01001277,Ealing 011B,E09000009,Ealing,0.2,13890,5,0.2,12043,4
E01001278,Ealing 011C,E09000009,Ealing,0.3,8742,3,0.2,14607,5
E01001279,Ealing 013C,E09000009,Ealing,0.0,30189,10,0.0,31173,10
E01001280,Ealing 011D,E09000009,Ealing,0.1,17576,6,0.2,15034,5
E01001281,Ealing 013D,E09000009,Ealing,0.0,30813,10,0.1,22940,7
E01001282,Ealing 016B,E09000009,Ealing,0.2,9316,3,0.4,1749,1
E01001283,Ealing 016C,E09000009,Ealing,0.4,2782,1,0.4,2571,1
E01001284,Ealing 022A,E09000009,Ealing,0.2,16219,5,0.1,22171,7
E01001285,Ealing 016D,E09000009,Ealing,0.2,9545,3,0.2,11431,4
E01001286,Ealing 016E,E09000009,Ealing,0.2,12668,4,0.2,10895,4
E01001287,Ealing 016F,E09000009,Ealing,0.4,4100,2,0.3,6519,2
E01001288,Ealing 022B,E09000009,Ealing,0.1,16973,6,0.2,12543,4
E01001289,Ealing 022C,E09000009,Ealing,0.1,19283,6,0.1,20217,7
E01001290,Ealing 022D,E09000009,Ealing,0.1,17107,6,0.1,19918,7
E01001291,Ealing 014C,E09000009,Ealing,0.2,15187,5,0.2,10512,4
E01001292,Ealing 014D,E09000009,Ealing,0.2,14959,5,0.2,15261,5
E01001293,Ealing 014E,E09000009,Ealing,0.2,12960,4,0.3,8373,3
E01001294,Ealing 017A,E09000009,Ealing,0.2,12239,4,0.3,8182,3
E01001295,Ealing 017B,E09000009,Ealing,0.1,17525,6,0.2,13133,4
E01001296,Ealing 017C,E09000009,Ealing,0.2,11039,4,0.2,8435,3
E01001297,Ealing 017D,E09000009,Ealing,0.2,12152,4,0.3,5813,2
E01001298,Ealing 017E,E09000009,Ealing,0.2,9314,3,0.3,7075,3
E01001299,Ealing 035B,E09000009,Ealing,0.1,23635,8,0.1,29235,9
E01001300,Ealing 039A,E09000009,Ealing,0.0,29224,9,0.1,18289,6
E01001301,Ealing 039B,E09000009,Ealing,0.2,15661,5,0.3,5334,2
E01001302,Ealing 039C,E09000009,Ealing,0.1,22793,7,0.1,23245,8
E01001303,Ealing 032A,E09000009,Ealing,0.1,24359,8,0.1,23461,8
E01001304,Ealing 039D,E09000009,Ealing,0.1,18079,6,0.2,8650,3
E01001305,Ealing 035C,E09000009,Ealing,0.1,27934,9,0.1,25357,8
E01001306,Ealing 035D,E09000009,Ealing,0.1,23478,8,0.1,23761,8
E01001307,Ealing 002A,E09000009,Ealing,0.1,22383,7,0.2,12436,4
E01001308,Ealing 002B,E09000009,Ealing,0.1,21183,7,0.2,14266,5
E01001309,Ealing 001C,E09000009,Ealing,0.2,16196,5,0.1,17209,6
E01001310,Ealing 001D,E09000009,Ealing,0.2,11223,4,0.2,9834,3
E01001311,Ealing 001E,E09000009,Ealing,0.3,8014,3,0.3,6698,3
E01001312,Ealing 002C,E09000009,Ealing,0.1,16532,6,0.2,12759,4
E01001313,Ealing 002D,E09000009,Ealing,0.1,20565,7,0.1,16685,6
E01001314,Ealing 002E,E09000009,Ealing,0.1,21413,7,0.2,13292,5
E01001315,Ealing 003A,E09000009,Ealing,0.2,12948,4,0.2,11968,4
E01001316,Ealing 003B,E09000009,Ealing,0.4,2831,1,0.3,6842,3
E01001317,Ealing 003C,E09000009,Ealing,0.3,8335,3,0.2,8645,3
E01001318,Ealing 003D,E09000009,Ealing,0.3,6032,2,0.4,2285,1
E01001319,Ealing 004B,E09000009,Ealing,0.2,12645,4,0.2,15025,5
E01001320,Ealing 003E,E09000009,Ealing,0.4,2414,1,0.3,4610,2
E01001321,Ealing 003F,E09000009,Ealing,0.3,6842,3,0.2,16081,5
E01001322,Ealing 004C,E09000009,Ealing,0.2,11616,4,0.2,14537,5
E01001323,Ealing 004D,E09000009,Ealing,0.3,7923,3,0.2,14346,5
E01001324,Ealing 008B,E09000009,Ealing,0.3,4735,2,0.2,15058,5
E01001325,Ealing 009A,E09000009,Ealing,0.2,9572,3,0.4,3268,1
E01001326,Ealing 008C,E09000009,Ealing,0.3,5503,2,0.4,3807,2
E01001327,Ealing 009B,E09000009,Ealing,0.2,9861,4,0.3,4831,2
E01001328,Ealing 009C,E09000009,Ealing,0.3,5608,2,0.3,5694,2
E01001329,Ealing 009D,E09000009,Ealing,0.3,7690,3,0.2,10669,4
E01001330,Ealing 008D,E09000009,Ealing,0.4,3163,1,0.5,1412,1
E01001331,Ealing 009E,E09000009,Ealing,0.4,3543,2,0.3,3981,2
E01001332,Ealing 008E,E09000009,Ealing,0.4,3282,1,0.4,3731,2
E01001333,Ealing 038A,E09000009,Ealing,0.4,2057,1,0.4,1497,1
E01001334,Ealing 029C,E09000009,Ealing,0.4,3233,1,0.5,539,1
E01001335,Ealing 038B,E09000009,Ealing,0.1,18350,6,0.3,7784,3
E01001336,Ealing 038C,E09000009,Ealing,0.2,11096,4,0.3,6681,3
E01001337,Ealing 029D,E09000009,Ealing,0.3,5728,2,0.2,8579,3
E01001338,Ealing 029E,E09000009,Ealing,0.2,14094,5,0.3,7243,3
E01001339,Ealing 029F,E09000009,Ealing,0.3,4922,2,0.3,4767,2
E01001340,Ealing 029G,E09000009,Ealing,0.3,4960,2,0.3,7926,3
E01001341,Ealing 005A,E09000009,Ealing,0.1,22891,7,0.2,12150,4
E01001342,Ealing 005B,E09000009,Ealing,0.2,16079,5,0.3,7699,3
E01001343,Ealing 005C,E09000009,Ealing,0.2,14361,5,0.2,16277,5
E01001344,Ealing 007A,E09000009,Ealing,0.3,8469,3,0.2,11337,4
E01001345,Ealing 005D,E09000009,Ealing,0.1,19104,6,0.2,9334,3
E01001346,Ealing 007B,E09000009,Ealing,0.2,15469,5,0.1,16919,6
E01001347,Ealing 007C,E09000009,Ealing,0.2,16176,5,0.2,13039,4
E01001348,Ealing 007D,E09000009,Ealing,0.2,11026,4,0.2,14221,5
E01001349,Ealing 006E,E09000009,Ealing,0.2,9898,4,0.3,6720,3
E01001350,Ealing 027C,E09000009,Ealing,0.1,19241,6,0.2,11255,4
E01001351,Ealing 025E,E09000009,Ealing,0.3,6030,2,0.4,1944,1
E01001352,Ealing 027D,E09000009,Ealing,0.2,11451,4,0.2,10183,4
E01001353,Ealing 033A,E09000009,Ealing,0.3,6975,3,0.2,9159,3
E01001354,Ealing 027E,E09000009,Ealing,0.2,12169,4,0.2,9035,3
E01001355,Ealing 033B,E09000009,Ealing,0.2,12705,4,0.3,4840,2
E01001356,Ealing 033C,E09000009,Ealing,0.5,1111,1,0.5,546,1
E01001357,Ealing 033D,E09000009,Ealing,0.4,2405,1,0.4,1607,1
E01001358,Ealing 033E,E09000009,Ealing,0.6,342,1,0.6,394,1
E01001359,Ealing 026A,E09000009,Ealing,0.1,16773,6,0.4,2966,1
E01001360,Ealing 026B,E09000009,Ealing,0.2,10172,4,0.3,8165,3
E01001361,Ealing 023E,E09000009,Ealing,0.3,9162,3,0.4,3121,1
E01001362,Ealing 026C,E09000009,Ealing,0.2,13206,5,0.4,2576,1
E01001363,Ealing 026D,E09000009,Ealing,0.2,10805,4,0.2,10617,4
E01001364,Ealing 026E,E09000009,Ealing,0.4,3803,2,0.6,352,1
E01001365,Ealing 026F,E09000009,Ealing,0.2,12269,4,0.3,4618,2
E01001366,Ealing 037A,E09000009,Ealing,0.3,7169,3,0.3,4504,2
E01001367,Ealing 037B,E09000009,Ealing,0.2,9610,3,0.4,1563,1
E01001368,Ealing 037C,E09000009,Ealing,0.2,10997,4,0.3,7070,3
E01001369,Ealing 038D,E09000009,Ealing,0.2,10648,4,0.4,3428,2
E01001370,Ealing 037D,E09000009,Ealing,0.3,8897,3,0.3,6072,2
E01001371,Ealing 037E,E09000009,Ealing,0.3,5713,2,0.3,3916,2
E01001372,Ealing 037F,E09000009,Ealing,0.3,8202,3,0.3,6289,2
E01001373,Ealing 037G,E09000009,Ealing,0.3,7412,3,0.4,2678,1
E01001374,Ealing 040A,E09000009,Ealing,0.2,13595,5,0.2,10670,4
E01001375,Ealing 034A,E09000009,Ealing,0.0,30161,10,0.1,26314,9
E01001376,Ealing 040B,E09000009,Ealing,0.3,4923,2,0.3,4852,2
E01001377,Ealing 034B,E09000009,Ealing,0.0,29856,10,0.1,19062,6
E01001379,Ealing 034C,E09000009,Ealing,0.0,29641,10,0.1,22739,7
E01001380,Ealing 040C,E09000009,Ealing,0.1,21689,7,0.2,8773,3
E01001381,Ealing 034D,E09000009,Ealing,0.3,9193,3,0.2,14426,5
E01001382,Ealing 032B,E09000009,Ealing,0.0,29781,10,0.1,21441,7
E01001383,Ealing 028D,E09000009,Ealing,0.1,18658,6,0.1,18124,6
E01001384,Ealing 032C,E09000009,Ealing,0.1,20898,7,0.2,15870,5
E01001385,Ealing 032D,E09000009,Ealing,0.1,25032,8,0.1,19408,6
E01001386,Ealing 031F,E09000009,Ealing,0.1,25159,8,0.1,20382,7
E01001387,Ealing 032E,E09000009,Ealing,0.1,19960,7,0.2,12621,4
E01001388,Ealing 028E,E09000009,Ealing,0.3,7722,3,0.4,2915,1
E01001389,Ealing 028F,E09000009,Ealing,0.2,16166,5,0.4,2477,1
E01032572,Ealing 040D,E09000009,Ealing,0.2,14610,5,0.2,12859,4
E01032743,Ealing 010F,E09000009,Ealing,0.3,6252,2,0.4,1663,1
E01032744,Ealing 010G,E09000009,Ealing,0.3,6889,3,0.4,2748,1
E01001390,Enfield 036A,E09000010,Enfield,0.2,14004,5,0.2,12565,4
E01001391,Enfield 036B,E09000010,Enfield,0.2,11670,4,0.3,6172,2
E01001392,Enfield 032A,E09000010,Enfield,0.1,17880,6,0.1,16743,6
E01001393,Enfield 036C,E09000010,Enfield,0.2,12449,4,0.2,11134,4
E01001394,Enfield 035A,E09000010,Enfield,0.4,4167,2,0.4,3568,2
E01001395,Enfield 035B,E09000010,Enfield,0.4,3858,2,0.3,4258,2
E01001396,Enfield 036D,E09000010,Enfield,0.3,8903,3,0.3,4930,2
E01001397,Enfield 035C,E09000010,Enfield,0.4,4521,2,0.4,3179,1
E01001398,Enfield 021A,E09000010,Enfield,0.1,19991,7,0.1,18920,6
E01001399,Enfield 021B,E09000010,Enfield,0.1,18481,6,0.1,22350,7
E01001400,Enfield 021C,E09000010,Enfield,0.1,21498,7,0.1,19635,6
E01001401,Enfield 016A,E09000010,Enfield,0.1,17747,6,0.1,19657,6
E01001402,Enfield 021D,E09000010,Enfield,0.1,18894,6,0.1,21328,7
E01001403,Enfield 021E,E09000010,Enfield,0.2,15480,5,0.2,13758,5
E01001404,Enfield 026A,E09000010,Enfield,0.2,9895,4,0.2,11204,4
E01001405,Enfield 015A,E09000010,Enfield,0.2,16024,5,0.1,16723,6
E01001406,Enfield 015B,E09000010,Enfield,0.3,6829,3,0.2,14517,5
E01001407,Enfield 005A,E09000010,Enfield,0.2,13330,5,0.1,16683,6
E01001408,Enfield 004A,E09000010,Enfield,0.2,9396,3,0.2,16041,5
E01001409,Enfield 005B,E09000010,Enfield,0.3,5284,2,0.3,7161,3
E01001410,Enfield 005C,E09000010,Enfield,0.5,1593,1,0.3,6507,2
E01001411,Enfield 004B,E09000010,Enfield,0.2,14349,5,0.2,14988,5
E01001412,Enfield 004C,E09000010,Enfield,0.3,6485,2,0.1,16668,6
E01001413,Enfield 004D,E09000010,Enfield,0.1,25048,8,0.1,23296,8
E01001414,Enfield 004E,E09000010,Enfield,0.4,3961,2,0.4,3343,2
E01001415,Enfield 011A,E09000010,Enfield,0.3,8838,3,0.3,7752,3
E01001416,Enfield 013A,E09000010,Enfield,0.0,31722,10,0.1,20242,7
E01001417,Enfield 011B,E09000010,Enfield,0.0,31448,10,0.1,29346,9
E01001418,Enfield 011C,E09000010,Enfield,0.2,14261,5,0.2,12824,4
E01001419,Enfield 020A,E09000010,Enfield,0.2,13655,5,0.1,17685,6
E01001420,Enfield 020B,E09000010,Enfield,0.3,8302,3,0.2,9812,3
E01001421,Enfield 020C,E09000010,Enfield,0.3,7550,3,0.3,6687,3
E01001422,Enfield 011D,E09000010,Enfield,0.0,30518,10,0.1,30523,10
E01001423,Enfield 027A,E09000010,Enfield,0.3,6553,2,0.4,3216,1
E01001424,Enfield 030A,E09000010,Enfield,0.4,1735,1,0.4,1547,1
E01001425,Enfield 027B,E09000010,Enfield,0.5,1267,1,0.4,3246,1
E01001426,Enfield 030B,E09000010,Enfield,0.4,4037,2,0.4,2907,1
E01001427,Enfield 030C,E09000010,Enfield,0.4,3001,1,0.5,828,1
E01001428,Enfield 027C,E09000010,Enfield,0.4,4109,2,0.4,2266,1
E01001429,Enfield 030D,E09000010,Enfield,0.4,2364,1,0.6,181,1
E01001430,Enfield 030E,E09000010,Enfield,0.4,1976,1,0.5,829,1
E01001431,Enfield 033A,E09000010,Enfield,0.4,2412,1,0.3,4658,2
E01001432,Enfield 033B,E09000010,Enfield,0.4,2452,1,0.3,4540,2
E01001433,Enfield 007A,E09000010,Enfield,0.4,2362,1,0.3,5854,2
E01001434,Enfield 007B,E09000010,Enfield,0.4,3362,2,0.2,9891,4
E01001435,Enfield 007C,E09000010,Enfield,0.4,3368,2,0.2,10580,4
E01001436,Enfield 007D,E09000010,Enfield,0.4,3296,2,0.2,10286,4
E01001437,Enfield 014A,E09000010,Enfield,0.4,3299,2,0.3,4405,2
E01001438,Enfield 007E,E09000010,Enfield,0.4,2041,1,0.3,8167,3
E01001439,Enfield 006A,E09000010,Enfield,0.4,1953,1,0.3,5133,2
E01001440,Enfield 012A,E09000010,Enfield,0.3,5435,2,0.3,7088,3
E01001441,Enfield 006B,E09000010,Enfield,0.4,1841,1,0.3,6885,3
E01001442,Enfield 002A,E09000010,Enfield,0.5,1604,1,0.3,5318,2
E01001444,Enfield 001A,E09000010,Enfield,0.3,5323,2,0.2,12173,4
E01001445,Enfield 003B,E09000010,Enfield,0.4,1814,1,0.2,12204,4
E01001446,Enfield 001B,E09000010,Enfield,0.4,4257,2,0.2,11185,4
E01001447,Enfield 003C,E09000010,Enfield,0.5,1092,1,0.4,2723,1
E01001448,Enfield 003D,E09000010,Enfield,0.6,341,1,0.3,7381,3
E01001449,Enfield 003E,E09000010,Enfield,0.4,4531,2,0.2,11399,4
E01001450,Enfield 015C,E09000010,Enfield,0.3,9092,3,0.2,15194,5
E01001451,Enfield 017A,E09000010,Enfield,0.1,22130,7,0.1,26889,9
E01001452,Enfield 017B,E09000010,Enfield,0.1,26854,9,0.1,21561,7
E01001453,Enfield 017C,E09000010,Enfield,0.1,25442,8,0.1,28337,9
E01001454,Enfield 017D,E09000010,Enfield,0.1,23455,8,0.1,26149,8
E01001455,Enfield 021F,E09000010,Enfield,0.1,17334,6,0.1,16903,6
E01001456,Enfield 022A,E09000010,Enfield,0.0,30571,10,0.1,24953,8
E01001457,Enfield 010A,E09000010,Enfield,0.2,12746,4,0.1,23636,8
E01001458,Enfield 037A,E09000010,Enfield,0.4,2182,1,0.5,1383,1
E01001459,Enfield 024A,E09000010,Enfield,0.4,4249,2,0.2,10448,4
E01001460,Enfield 024B,E09000010,Enfield,0.3,6709,3,0.3,4262,2
E01001461,Enfield 027D,E09000010,Enfield,0.5,918,1,0.3,4027,2
E01001462,Enfield 024C,E09000010,Enfield,0.4,3601,2,0.2,10424,4
E01001463,Enfield 031A,E09000010,Enfield,0.3,7475,3,0.3,7174,3
E01001464,Enfield 027E,E09000010,Enfield,0.4,4561,2,0.3,4987,2
E01001465,Enfield 031B,E09000010,Enfield,0.3,5672,2,0.2,8992,3
E01001466,Enfield 031C,E09000010,Enfield,0.4,4446,2,0.2,9337,3
E01001467,Enfield 031D,E09000010,Enfield,0.4,2963,1,0.2,9848,3
E01001468,Enfield 010B,E09000010,Enfield,0.1,23407,8,0.1,17232,6
E01001469,Enfield 008A,E09000010,Enfield,0.2,10287,4,0.2,14038,5
E01001470,Enfield 013B,E09000010,Enfield,0.2,15562,5,0.1,24038,8
E01001471,Enfield 010C,E09000010,Enfield,0.2,15385,5,0.1,17159,6
E01001472,Enfield 010D,E09000010,Enfield,0.2,10613,4,0.1,20261,7
E01001473,Enfield 013C,E09000010,Enfield,0.2,10432,4,0.2,12713,4
E01001474,Enfield 010E,E09000010,Enfield,0.1,21447,7,0.1,25601,8
E01001475,Enfield 013D,E09000010,Enfield,0.1,27417,9,0.1,24697,8
E01001476,Enfield 018A,E09000010,Enfield,0.3,5137,2,0.3,8035,3
E01001477,Enfield 018B,E09000010,Enfield,0.4,3085,1,0.3,6944,3
E01001478,Enfield 016B,E09000010,Enfield,0.2,10774,4,0.2,12550,4
E01001479,Enfield 023A,E09000010,Enfield,0.4,2021,1,0.3,6143,2
E01001480,Enfield 024D,E09000010,Enfield,0.3,8155,3,0.2,9921,4
E01001481,Enfield 018C,E09000010,Enfield,0.4,4440,2,0.2,10586,4
E01001482,Enfield 023B,E09000010,Enfield,0.4,3018,1,0.3,7520,3
E01001483,Enfield 025A,E09000010,Enfield,0.5,1159,1,0.4,2863,1
E01001484,Enfield 016C,E09000010,Enfield,0.3,8842,3,0.2,13253,5
E01001485,Enfield 025B,E09000010,Enfield,0.4,2266,1,0.4,3132,1
E01001486,Enfield 025C,E09000010,Enfield,0.4,2519,1,0.5,1226,1
E01001487,Enfield 023C,E09000010,Enfield,0.4,1660,1,0.3,4132,2
E01001488,Enfield 024E,E09000010,Enfield,0.5,1378,1,0.2,12298,4
E01001489,Enfield 023D,E09000010,Enfield,0.4,3317,2,0.2,11493,4
E01001491,Enfield 023E,E09000010,Enfield,0.4,1778,1,0.3,4927,2
E01001492,Enfield 025E,E09000010,Enfield,0.4,3624,2,0.3,7937,3
E01001493,Enfield 026B,E09000010,Enfield,0.3,6912,3,0.3,5316,2
E01001494,Enfield 026C,E09000010,Enfield,0.2,15543,5,0.2,9161,3
E01001495,Enfield 029A,E09000010,Enfield,0.1,20665,7,0.2,13910,5
E01001496,Enfield 026D,E09000010,Enfield,0.2,15633,5,0.2,12309,4
