LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01002137,Harrow 029D,E09000015,Harrow,0.0,31875,10,0.1,28574,9
E01002138,Harrow 027C,E09000015,Harrow,0.3,8932,3,0.3,8066,3
E01002139,Harrow 006A,E09000015,Harrow,0.3,4663,2,0.4,3394,2
E01002140,Harrow 005A,E09000015,Harrow,0.2,11434,4,0.2,11816,4
E01002141,Harrow 005B,E09000015,Harrow,0.2,14191,5,0.2,11930,4
E01002142,Harrow 005C,E09000015,Harrow,0.2,15580,5,0.1,17429,6
E01002143,Harrow 005D,E09000015,Harrow,0.3,7259,3,0.2,10818,4
E01002144,Harrow 004A,E09000015,Harrow,0.1,20566,7,0.1,21130,7
E01002145,Harrow 005E,E09000015,Harrow,0.2,11573,4,0.2,13718,5
E01002146,Harrow 004B,E09000015,Harrow,0.0,31425,10,0.1,29809,10
E01002147,Harrow 004C,E09000015,Harrow,0.1,27264,9,0.1,24271,8
E01002148,Harrow 006B,E09000015,Harrow,0.1,17252,6,0.1,19524,6
E01002149,Harrow 004D,E09000015,Harrow,0.1,28084,9,0.1,25577,8
E01002150,Harrow 006C,E09000015,Harrow,0.2,12232,4,0.1,19279,6
E01002151,Harrow 006D,E09000015,Harrow,0.4,4096,2,0.3,4016,2
E01002152,Harrow 006E,E09000015,Harrow,0.1,23595,8,0.1,27292,9
E01002153,Harrow 019A,E09000015,Harrow,0.1,23792,8,0.1,22117,7
E01002154,Harrow 015A,E09000015,Harrow,0.2,15731,5,0.2,10631,4
E01002155,Harrow 019B,E09000015,Harrow,0.1,27668,9,0.1,22843,7
E01002156,Harrow 015B,E09000015,Harrow,0.1,24411,8,0.1,27424,9
E01002157,Harrow 019C,E09000015,Harrow,0.1,16499,6,0.2,14383,5
E01002158,Harrow 019D,E09000015,Harrow,0.0,30549,10,0.1,24670,8
E01002159,Harrow 021A,E09000015,Harrow,0.1,18911,6,0.2,11744,4
E01002160,Harrow 021B,E09000015,Harrow,0.2,15964,5,0.2,9414,3
E01002161,Harrow 021C,E09000015,Harrow,0.2,13036,4,0.2,10952,4
E01002162,Harrow 015C,E09000015,Harrow,0.2,13810,5,0.2,11910,4
E01002163,Harrow 015D,E09000015,Harrow,0.1,16387,5,0.1,19343,6
E01002164,Harrow 021D,E09000015,Harrow,0.1,19048,6,0.1,18471,6
E01002165,Harrow 017A,E09000015,Harrow,0.1,18886,6,0.2,8754,3
E01002166,Harrow 017B,E09000015,Harrow,0.2,14106,5,0.3,7782,3
E01002167,Harrow 017C,E09000015,Harrow,0.2,14199,5,0.4,3103,1
E01002168,Harrow 017D,E09000015,Harrow,0.3,7445,3,0.4,1822,1
E01002169,Harrow 017E,E09000015,Harrow,0.2,13607,5,0.3,6288,2
E01002170,Harrow 033A,E09000015,Harrow,0.1,18252,6,0.3,7045,3
E01002171,Harrow 033B,E09000015,Harrow,0.1,17473,6,0.2,15771,5
E01002172,Harrow 033C,E09000015,Harrow,0.2,15857,5,0.2,12724,4
E01002173,Harrow 033D,E09000015,Harrow,0.1,17277,6,0.2,11786,4
E01002174,Harrow 033E,E09000015,Harrow,0.1,22170,7,0.2,11559,4
E01002175,Harrow 033F,E09000015,Harrow,0.1,19951,7,0.2,11705,4
E01002176,Harrow 033G,E09000015,Harrow,0.1,20248,7,0.1,17434,6
E01002177,Harrow 033H,E09000015,Harrow,0.1,21659,7,0.2,9319,3
E01002178,Harrow 033I,E09000015,Harrow,0.1,20086,7,0.2,8486,3
E01002179,Harrow 013A,E09000015,Harrow,0.4,2678,1,0.3,6356,2
E01002180,Harrow 013B,E09000015,Harrow,0.3,7188,3,0.3,4599,2
E01002181,Harrow 020C,E09000015,Harrow,0.1,19901,7,0.2,11289,4
E01002182,Harrow 020D,E09000015,Harrow,0.1,17280,6,0.2,14787,5
E01002183,Harrow 013C,E09000015,Harrow,0.2,12070,4,0.2,9731,3
E01002184,Harrow 013D,E09000015,Harrow,0.2,11754,4,0.3,5303,2
E01002185,Harrow 009A,E09000015,Harrow,0.3,7227,3,0.4,3594,2
E01002186,Harrow 009B,E09000015,Harrow,0.2,16107,5,0.1,16790,6
E01002187,Harrow 009C,E09000015,Harrow,0.1,19407,6,0.1,17860,6
E01002188,Harrow 016A,E09000015,Harrow,0.0,31451,10,0.0,32496,10
E01002189,Harrow 016B,E09000015,Harrow,0.1,25709,8,0.1,25861,8
E01002190,Harrow 009D,E09000015,Harrow,0.0,29409,9,0.1,30179,10
E01002191,Harrow 022A,E09000015,Harrow,0.1,26455,9,0.1,21265,7
E01002192,Harrow 016C,E09000015,Harrow,0.1,25763,8,0.1,20137,7
E01002193,Harrow 016D,E09000015,Harrow,0.2,16218,5,0.1,20861,7
E01002194,Harrow 022B,E09000015,Harrow,0.0,29826,10,0.1,28801,9
E01002195,Harrow 022C,E09000015,Harrow,0.1,23325,8,0.1,26035,8
E01002196,Harrow 022D,E09000015,Harrow,0.1,28238,9,0.1,25509,8
E01002197,Harrow 012B,E09000015,Harrow,0.2,14472,5,0.2,12867,4
E01002198,Harrow 010C,E09000015,Harrow,0.2,15949,5,0.3,7983,3
E01002199,Harrow 012C,E09000015,Harrow,0.2,14191,5,0.2,9111,3
E01002200,Harrow 010D,E09000015,Harrow,0.2,15463,5,0.3,8244,3
E01002201,Harrow 012D,E09000015,Harrow,0.1,22125,7,0.2,11259,4
E01002202,Harrow 012E,E09000015,Harrow,0.2,13058,4,0.3,4613,2
E01002203,Harrow 010E,E09000015,Harrow,0.1,16276,5,0.2,8492,3
E01002204,Harrow 032A,E09000015,Harrow,0.1,17255,6,0.2,10157,4
E01002206,Harrow 032B,E09000015,Harrow,0.1,18846,6,0.2,14980,5
E01002207,Harrow 032C,E09000015,Harrow,0.1,23409,8,0.2,13878,5
E01002208,Harrow 025A,E09000015,Harrow,0.1,28167,9,0.1,28439,9
E01002209,Harrow 025B,E09000015,Harrow,0.1,22128,7,0.1,16961,6
E01002210,Harrow 032D,E09000015,Harrow,0.1,17758,6,0.2,15067,5
E01002211,Harrow 028A,E09000015,Harrow,0.3,7781,3,0.3,7226,3
E01002212,Harrow 028B,E09000015,Harrow,0.3,9024,3,0.3,4873,2
E01002213,Harrow 027D,E09000015,Harrow,0.2,9746,3,0.3,7027,3
E01002214,Harrow 031A,E09000015,Harrow,0.2,11797,4,0.2,9419,3
E01002215,Harrow 031B,E09000015,Harrow,0.3,4894,2,0.4,1798,1
E01002216,Harrow 028C,E09000015,Harrow,0.1,22063,7,0.2,10723,4
E01002217,Harrow 028D,E09000015,Harrow,0.4,2806,1,0.6,226,1
E01002218,Harrow 030A,E09000015,Harrow,0.1,16404,5,0.2,12484,4
E01002219,Harrow 030B,E09000015,Harrow,0.2,12816,4,0.3,7495,3
E01002220,Harrow 031C,E09000015,Harrow,0.1,18393,6,0.2,12882,4
E01002221,Harrow 030C,E09000015,Harrow,0.2,15186,5,0.2,9780,3
E01002222,Harrow 030D,E09000015,Harrow,0.1,19119,6,0.2,9292,3
E01002223,Harrow 031D,E09000015,Harrow,0.1,17318,6,0.2,11802,4
E01002224,Harrow 031E,E09000015,Harrow,0.3,9054,3,0.3,8042,3
E01002225,Harrow 001C,E09000015,Harrow,0.0,29162,9,0.1,25503,8
E01002226,Harrow 001D,E09000015,Harrow,0.1,16569,6,0.2,13054,4
E01002227,Harrow 003A,E09000015,Harrow,0.4,4284,2,0.4,2914,1
E01002228,Harrow 003B,E09000015,Harrow,0.2,13115,4,0.1,16898,6
E01002229,Harrow 003C,E09000015,Harrow,0.2,10825,4,0.1,17323,6
E01002230,Harrow 003D,E09000015,Harrow,0.1,23314,8,0.1,21595,7
E01002231,Harrow 013E,E09000015,Harrow,0.3,6785,3,0.2,10744,4
E01002232,Harrow 011A,E09000015,Harrow,0.2,11085,4,0.2,10063,4
E01002233,Harrow 011B,E09000015,Harrow,0.3,7136,3,0.3,7644,3
E01002234,Harrow 011C,E09000015,Harrow,0.2,12741,4,0.2,13698,5
E01002235,Harrow 011D,E09000015,Harrow,0.3,7431,3,0.5,1224,1
E01002236,Harrow 011E,E09000015,Harrow,0.4,2983,1,0.2,8954,3
E01002237,Harrow 024A,E09000015,Harrow,0.2,13397,5,0.2,8628,3
E01002238,Harrow 024B,E09000015,Harrow,0.1,16921,6,0.2,11959,4
E01002239,Harrow 025C,E09000015,Harrow,0.1,22234,7,0.1,26601,9
E01002240,Harrow 024C,E09000015,Harrow,0.2,14620,5,0.2,9552,3
E01002241,Harrow 025D,E09000015,Harrow,0.2,9674,3,0.2,11957,4
E01002242,Harrow 024D,E09000015,Harrow,0.1,21925,7,0.2,14627,5
E01032576,Harrow 032E,E09000015,Harrow,0.1,24660,8,0.1,16729,6
E01002243,Havering 013A,E09000016,Havering,0.3,4762,2,0.3,4594,2
E01002244,Havering 011A,E09000016,Havering,0.3,8008,3,0.2,13372,5
E01002245,Havering 011B,E09000016,Havering,0.2,14044,5,0.3,7365,3
E01002246,Havering 017A,E09000016,Havering,0.2,12192,4,0.1,21413,7
E01002247,Havering 017B,E09000016,Havering,0.3,6186,2,0.2,9859,4
E01002248,Havering 017C,E09000016,Havering,0.2,9825,3,0.1,17182,6
E01002249,Havering 017D,E09000016,Havering,0.2,9518,3,0.1,21251,7
E01002250,Havering 017E,E09000016,Havering,0.2,11916,4,0.1,18733,6
E01002251,Havering 017F,E09000016,Havering,0.4,4541,2,0.2,8980,3
E01002252,Havering 018A,E09000016,Havering,0.1,21212,7,0.1,28478,9
E01002253,Havering 019A,E09000016,Havering,0.0,28620,9,0.0,31818,10
E01002254,Havering 019B,E09000016,Havering,0.0,30964,10,0.0,32297,10
E01002255,Havering 022A,E09000016,Havering,0.2,13931,5,0.1,27107,9
E01002256,Havering 018B,E09000016,Havering,0.1,22163,7,0.1,29818,10
E01002257,Havering 019C,E09000016,Havering,0.0,30612,10,0.0,31924,10
E01002258,Havering 018C,E09000016,Havering,0.2,11737,4,0.2,15477,5
E01002259,Havering 018D,E09000016,Havering,0.1,21828,7,0.1,26011,8
E01002260,Havering 026A,E09000016,Havering,0.2,12424,4,0.1,26071,8
E01002261,Havering 026B,E09000016,Havering,0.2,10560,4,0.1,22785,7
E01002262,Havering 026C,E09000016,Havering,0.2,13492,5,0.2,10609,4
E01002263,Havering 026D,E09000016,Havering,0.1,22053,7,0.1,29645,10
E01002264,Havering 026E,E09000016,Havering,0.4,3175,1,0.3,4993,2
E01002265,Havering 025A,E09000016,Havering,0.1,21455,7,0.1,21686,7
E01002266,Havering 027A,E09000016,Havering,0.2,15325,5,0.1,24596,8
E01002267,Havering 027B,E09000016,Havering,0.3,5988,2,0.2,10285,4
E01002268,Havering 010A,E09000016,Havering,0.1,16857,6,0.1,20522,7
E01002269,Havering 010B,E09000016,Havering,0.1,18823,6,0.1,22268,7
E01002270,Havering 015A,E09000016,Havering,0.0,31693,10,0.1,24176,8
E01002271,Havering 015B,E09000016,Havering,0.1,23146,8,0.1,30693,10
E01002272,Havering 014A,E09000016,Havering,0.1,18687,6,0.1,21639,7
E01002273,Havering 015C,E09000016,Havering,0.1,23492,8,0.1,25848,8
E01002274,Havering 014B,E09000016,Havering,0.1,25240,8,0.1,29218,9
E01002275,Havering 015D,E09000016,Havering,0.0,29474,9,0.0,31114,10
E01002276,Havering 001A,E09000016,Havering,0.3,6661,3,0.3,7017,3
E01002277,Havering 002A,E09000016,Havering,0.4,4563,2,0.2,9804,3
E01002278,Havering 001B,E09000016,Havering,0.4,3115,1,0.3,5136,2
E01002279,Havering 002B,E09000016,Havering,0.3,8512,3,0.3,5773,2
E01002280,Havering 004A,E09000016,Havering,0.4,1800,1,0.4,2981,1
E01002281,Havering 002C,E09000016,Havering,0.4,3610,2,0.3,5282,2
E01002282,Havering 004B,E09000016,Havering,0.4,2760,1,0.3,6608,3
E01002283,Havering 002D,E09000016,Havering,0.3,8415,3,0.3,3965,2
E01002284,Havering 004C,E09000016,Havering,0.3,8698,3,0.2,9051,3
E01002285,Havering 025B,E09000016,Havering,0.1,25644,8,0.1,20707,7
E01002286,Havering 025C,E09000016,Havering,0.1,24325,8,0.1,29243,9
E01002287,Havering 023A,E09000016,Havering,0.1,22348,7,0.1,28765,9
E01002288,Havering 025D,E09000016,Havering,0.1,22258,7,0.1,29288,9
E01002289,Havering 022B,E09000016,Havering,0.1,20249,7,0.1,19984,7
E01002290,Havering 025E,E09000016,Havering,0.1,20027,7,0.1,26040,8
E01002291,Havering 023B,E09000016,Havering,0.2,13418,5,0.1,23879,8
E01002292,Havering 022C,E09000016,Havering,0.2,12330,4,0.2,16106,5
E01002293,Havering 007A,E09000016,Havering,0.1,17623,6,0.1,17746,6
E01002294,Havering 007B,E09000016,Havering,0.1,22224,7,0.1,18282,6
E01002295,Havering 010C,E09000016,Havering,0.2,15606,5,0.2,14895,5
E01002296,Havering 007C,E09000016,Havering,0.1,23077,8,0.1,22478,7
E01002297,Havering 004D,E09000016,Havering,0.4,2834,1,0.3,6630,3
E01002298,Havering 007D,E09000016,Havering,0.2,15342,5,0.1,20947,7
E01002299,Havering 002E,E09000016,Havering,0.2,12010,4,0.2,8497,3
E01002300,Havering 007E,E09000016,Havering,0.2,13473,5,0.1,20886,7
E01002301,Havering 003A,E09000016,Havering,0.1,18421,6,0.1,27127,9
E01002302,Havering 005A,E09000016,Havering,0.2,10413,4,0.1,17132,6
E01002303,Havering 003B,E09000016,Havering,0.4,3297,2,0.2,9305,3
E01002304,Havering 003C,E09000016,Havering,0.2,15947,5,0.1,19865,7
E01002305,Havering 005B,E09000016,Havering,0.2,12342,4,0.1,19230,6
E01002306,Havering 003D,E09000016,Havering,0.4,4287,2,0.2,9654,3
E01002307,Havering 003E,E09000016,Havering,0.3,7494,3,0.2,12950,4
E01002308,Havering 005C,E09000016,Havering,0.3,5407,2,0.2,11139,4
E01002309,Havering 006A,E09000016,Havering,0.2,9701,3,0.2,12396,4
E01002310,Havering 006B,E09000016,Havering,0.3,5222,2,0.3,5419,2
E01002311,Havering 006C,E09000016,Havering,0.3,9232,3,0.2,9033,3
E01002312,Havering 001C,E09000016,Havering,0.3,5309,2,0.2,14206,5
E01002313,Havering 001D,E09000016,Havering,0.3,6662,3,0.3,6413,2
E01002314,Havering 004E,E09000016,Havering,0.4,2706,1,0.4,3524,2
E01002315,Havering 006D,E09000016,Havering,0.2,13076,4,0.2,8782,3
E01002316,Havering 004F,E09000016,Havering,0.5,1022,1,0.4,3654,2
E01002317,Havering 014C,E09000016,Havering,0.0,30455,10,0.1,28233,9
E01002318,Havering 014D,E09000016,Havering,0.1,16329,5,0.1,25002,8
E01002319,Havering 016A,E09000016,Havering,0.2,10764,4,0.2,14231,5
E01002320,Havering 021A,E09000016,Havering,0.1,18870,6,0.1,21480,7
E01002321,Havering 021B,E09000016,Havering,0.1,28336,9,0.1,25623,8
E01002322,Havering 021C,E09000016,Havering,0.2,16228,5,0.1,25497,8
E01002323,Havering 021D,E09000016,Havering,0.1,22332,7,0.1,23293,8
E01002324,Havering 021E,E09000016,Havering,0.2,13621,5,0.2,12720,4
E01002325,Havering 011C,E09000016,Havering,0.3,5223,2,0.2,9344,3
E01002326,Havering 005D,E09000016,Havering,0.3,8884,3,0.2,13484,5
E01002327,Havering 009A,E09000016,Havering,0.1,19228,6,0.2,15938,5
E01002328,Havering 009B,E09000016,Havering,0.1,16852,6,0.1,23713,8
E01002329,Havering 011D,E09000016,Havering,0.1,17354,6,0.1,22422,7
E01002330,Havering 011E,E09000016,Havering,0.2,9408,3,0.2,16283,5
E01002331,Havering 005E,E09000016,Havering,0.2,14503,5,0.1,19695,6
E01002332,Havering 009C,E09000016,Havering,0.2,14969,5,0.2,16263,5
E01002333,Havering 008A,E09000016,Havering,0.1,20691,7,0.1,25792,8
E01002334,Havering 008B,E09000016,Havering,0.1,18671,6,0.1,28686,9
E01002335,Havering 009D,E09000016,Havering,0.2,14009,5,0.2,14158,5
E01002336,Havering 008C,E09000016,Havering,0.2,12936,4,0.1,24451,8
E01002337,Havering 012A,E09000016,Havering,0.1,25736,8,0.1,20017,7
E01002338,Havering 009E,E09000016,Havering,0.1,17692,6,0.1,21904,7
E01002339,Havering 008D,E09000016,Havering,0.1,25105,8,0.1,30565,10
E01002340,Havering 009F,E09000016,Havering,0.1,23066,8,0.1,29121,9
E01002341,Havering 008E,E09000016,Havering,0.2,12560,4,0.1,28826,9
E01002342,Havering 030A,E09000016,Havering,0.3,8314,3,0.2,10275,4
E01002343,Havering 029A,E09000016,Havering,0.1,22393,7,0.1,20570,7
E01002344,Havering 029B,E09000016,Havering,0.2,13433,5,0.1,21023,7
E01002345,Havering 030B,E09000016,Havering,0.4,4185,2,0.2,13234,5
E01002346,Havering 030C,E09000016,Havering,0.2,9382,3,0.1,16741,6
E01002347,Havering 030D,E09000016,Havering,0.2,11234,4,0.1,22309,7
E01002348,Havering 029C,E09000016,Havering,0.2,15454,5,0.1,27434,9
E01002349,Havering 029D,E09000016,Havering,0.2,14858,5,0.1,23083,8
E01002350,Havering 016B,E09000016,Havering,0.3,5269,2,0.3,7900,3
E01002351,Havering 016C,E09000016,Havering,0.1,16402,5,0.1,17992,6
E01002352,Havering 016D,E09000016,Havering,0.3,8398,3,0.2,14281,5
E01002353,Havering 013B,E09000016,Havering,0.1,16309,5,0.1,19463,6
E01002354,Havering 012B,E09000016,Havering,0.0,28932,9,0.0,31045,10
E01002355,Havering 014E,E09000016,Havering,0.1,24490,8,0.0,31144,10
E01002356,Havering 013C,E09000016,Havering,0.4,3226,1,0.3,3907,2
E01002358,Havering 016E,E09000016,Havering,0.3,9115,3,0.2,11490,4
E01002359,Havering 020A,E09000016,Havering,0.0,29639,10,0.1,19760,7
E01002360,Havering 020B,E09000016,Havering,0.1,24289,8,0.2,14802,5
E01002361,Havering 020C,E09000016,Havering,0.3,7667,3,0.2,14077,5
E01002362,Havering 022D,E09000016,Havering,0.1,20199,7,0.1,25093,8
E01002363,Havering 020D,E09000016,Havering,0.2,10240,4,0.2,10570,4
E01002364,Havering 023C,E09000016,Havering,0.1,25432,8,0.1,23790,8
E01002365,Havering 023D,E09000016,Havering,0.2,15434,5,0.1,23044,8
E01002366,Havering 023E,E09000016,Havering,0.2,10781,4,0.1,24828,8
E01002367,Havering 020E,E09000016,Havering,0.2,15560,5,0.1,19836,7
E01002368,Havering 028A,E09000016,Havering,0.4,2400,1,0.3,7817,3
E01002369,Havering 028B,E09000016,Havering,0.2,10604,4,0.1,20014,7
E01002370,Havering 028C,E09000016,Havering,0.3,8505,3,0.2,11211,4
E01002371,Havering 028D,E09000016,Havering,0.2,10643,4,0.1,20660,7
E01002372,Havering 027C,E09000016,Havering,0.2,15261,5,0.1,27712,9
E01002373,Havering 027D,E09000016,Havering,0.2,14327,5,0.1,20410,7
E01002374,Havering 027E,E09000016,Havering,0.2,12917,4,0.1,22320,7
E01002375,Havering 028E,E09000016,Havering,0.3,6518,2,0.2,11874,4
E01002376,Havering 012C,E09000016,Havering,0.0,30374,10,0.1,26861,9
E01002377,Havering 010D,E09000016,Havering,0.1,16853,6,0.1,18923,6
E01002378,Havering 010E,E09000016,Havering,0.1,28371,9,0.1,20054,7
E01002379,Havering 012D,E09000016,Havering,0.2,15048,5,0.1,25203,8
E01002380,Havering 012E,E09000016,Havering,0.3,8430,3,0.2,16058,5
E01002381,Havering 012F,E09000016,Havering,0.2,13048,4,0.1,18759,6
E01002382,Havering 014F,E09000016,Havering,0.1,19551,6,0.1,25426,8
E01002383,Havering 010F,E09000016,Havering,0.1,22514,7,0.1,26774,9
E01002384,Havering 019D,E09000016,Havering,0.1,26575,9,0.1,28377,9
E01002385,Havering 024A,E09000016,Havering,0.1,28501,9,0.1,29428,9
E01002386,Havering 022E,E09000016,Havering,0.1,20326,7,0.1,26391,9
E01002387,Havering 024B,E09000016,Havering,0.0,30387,10,0.1,30170,10
E01002388,Havering 024C,E09000016,Havering,0.0,31669,10,0.0,32319,10
E01002389,Havering 024D,E09000016,Havering,0.0,29565,10,0.0,32485,10
E01002390,Havering 024E,E09000016,Havering,0.0,31373,10,0.0,32724,10
E01002391,Havering 018E,E09000016,Havering,0.0,30207,10,0.1,21257,7
E01032741,Havering 013E,E09000016,Havering,0.3,7021,3,0.2,12098,4
E01032742,Havering 013F,E09000016,Havering,0.3,7975,3,0.2,9536,3
E01002392,Hillingdon 020A,E09000017,Hillingdon,0.4,4260,2,0.3,6849,3
E01002393,Hillingdon 020B,E09000017,Hillingdon,0.2,9570,3,0.2,10465,4
E01002394,Hillingdon 021A,E09000017,Hillingdon,0.2,11256,4,0.2,14659,5
E01002395,Hillingdon 021B,E09000017,Hillingdon,0.3,8892,3,0.2,12003,4
E01002396,Hillingdon 026A,E09000017,Hillingdon,0.3,8289,3,0.4,3505,2
E01002397,Hillingdon 021C,E09000017,Hillingdon,0.3,8588,3,0.2,10851,4
E01002398,Hillingdon 021D,E09000017,Hillingdon,0.2,14086,5,0.2,11442,4
E01002399,Hillingdon 021E,E09000017,Hillingdon,0.2,13960,5,0.2,14452,5
E01002400,Hillingdon 024A,E09000017,Hillingdon,0.3,8662,3,0.3,5979,2
E01002401,Hillingdon 024B,E09000017,Hillingdon,0.3,6956,3,0.3,7437,3
E01002402,Hillingdon 024C,E09000017,Hillingdon,0.3,6603,3,0.3,6050,2
E01002403,Hillingdon 024D,E09000017,Hillingdon,0.3,5841,2,0.3,6184,2
E01002404,Hillingdon 024E,E09000017,Hillingdon,0.3,8421,3,0.3,4169,2
E01002405,Hillingdon 027A,E09000017,Hillingdon,0.2,9886,4,0.4,3571,2
E01002406,Hillingdon 027B,E09000017,Hillingdon,0.2,12123,4,0.2,11843,4
E01002407,Hillingdon 030A,E09000017,Hillingdon,0.3,6126,2,0.2,10574,4
E01002408,Hillingdon 019A,E09000017,Hillingdon,0.3,6308,2,0.3,4860,2
E01002409,Hillingdon 019B,E09000017,Hillingdon,0.3,7154,3,0.2,8450,3
E01002410,Hillingdon 017A,E09000017,Hillingdon,0.2,13338,5,0.1,21446,7
E01002411,Hillingdon 022A,E09000017,Hillingdon,0.2,11942,4,0.2,14008,5
E01002412,Hillingdon 017B,E09000017,Hillingdon,0.1,17944,6,0.1,22128,7
E01002413,Hillingdon 022B,E09000017,Hillingdon,0.3,7191,3,0.2,13420,5
E01002414,Hillingdon 015A,E09000017,Hillingdon,0.1,16952,6,0.2,14452,5
E01002415,Hillingdon 010A,E09000017,Hillingdon,0.1,22950,7,0.1,19432,6
E01002416,Hillingdon 008A,E09000017,Hillingdon,0.1,20756,7,0.1,26916,9
E01002417,Hillingdon 008B,E09000017,Hillingdon,0.1,23219,8,0.1,29501,9
E01002418,Hillingdon 006A,E09000017,Hillingdon,0.1,19925,7,0.1,16656,6
E01002419,Hillingdon 006B,E09000017,Hillingdon,0.1,25369,8,0.1,27237,9
E01002420,Hillingdon 008C,E09000017,Hillingdon,0.2,13502,5,0.2,13443,5
E01002421,Hillingdon 008D,E09000017,Hillingdon,0.1,22375,7,0.1,20199,7
E01002422,Hillingdon 018A,E09000017,Hillingdon,0.2,14886,5,0.1,21556,7
E01002423,Hillingdon 018B,E09000017,Hillingdon,0.2,15344,5,0.1,27810,9
E01002424,Hillingdon 018C,E09000017,Hillingdon,0.2,14766,5,0.1,18846,6
E01002425,Hillingdon 018D,E09000017,Hillingdon,0.2,11907,4,0.2,10224,4
E01002426,Hillingdon 021F,E09000017,Hillingdon,0.2,11010,4,0.1,18747,6
E01002427,Hillingdon 018E,E09000017,Hillingdon,0.2,15831,5,0.1,18157,6
E01002428,Hillingdon 018F,E09000017,Hillingdon,0.2,10826,4,0.1,19143,6
E01002429,Hillingdon 019C,E09000017,Hillingdon,0.3,5402,2,0.3,6205,2
E01002430,Hillingdon 007A,E09000017,Hillingdon,0.1,27724,9,0.0,32179,10
E01002431,Hillingdon 006C,E09000017,Hillingdon,0.0,30204,10,0.1,29128,9
E01002432,Hillingdon 006D,E09000017,Hillingdon,0.1,20373,7,0.1,27328,9
E01002433,Hillingdon 004A,E09000017,Hillingdon,0.3,8508,3,0.1,25903,8
E01002434,Hillingdon 007B,E09000017,Hillingdon,0.1,28154,9,0.0,32097,10
E01002435,Hillingdon 007C,E09000017,Hillingdon,0.1,28009,9,0.0,31783,10
E01002436,Hillingdon 004B,E09000017,Hillingdon,0.1,20232,7,0.1,22780,7
E01002437,Hillingdon 006E,E09000017,Hillingdon,0.0,30344,10,0.1,27087,9
E01002438,Hillingdon 003A,E09000017,Hillingdon,0.1,21044,7,0.1,29033,9
E01002439,Hillingdon 003B,E09000017,Hillingdon,0.2,12410,4,0.2,14163,5
E01002440,Hillingdon 003C,E09000017,Hillingdon,0.2,12306,4,0.2,15296,5
E01002441,Hillingdon 003D,E09000017,Hillingdon,0.3,9148,3,0.2,15611,5
E01002442,Hillingdon 003E,E09000017,Hillingdon,0.2,15167,5,0.2,14484,5
E01002443,Hillingdon 032A,E09000017,Hillingdon,0.2,15920,5,0.2,14220,5
E01002444,Hillingdon 031A,E09000017,Hillingdon,0.3,8763,3,0.1,17765,6
E01002445,Hillingdon 029A,E09000017,Hillingdon,0.4,4567,2,0.2,9515,3
E01002446,Hillingdon 031B,E09000017,Hillingdon,0.1,16284,5,0.1,20814,7
E01002447,Hillingdon 031C,E09000017,Hillingdon,0.2,12941,4,0.2,11993,4
E01002448,Hillingdon 032B,E09000017,Hillingdon,0.2,10360,4,0.2,12174,4
E01002449,Hillingdon 032C,E09000017,Hillingdon,0.3,8180,3,0.2,13522,5
E01002450,Hillingdon 014A,E09000017,Hillingdon,0.2,16010,5,0.1,26456,9
E01002451,Hillingdon 014B,E09000017,Hillingdon,0.1,20818,7,0.1,25876,8
E01002452,Hillingdon 014C,E09000017,Hillingdon,0.1,20963,7,0.1,20098,7
E01002453,Hillingdon 014D,E09000017,Hillingdon,0.2,14219,5,0.1,19249,6
E01002454,Hillingdon 014E,E09000017,Hillingdon,0.2,10436,4,0.2,12329,4
E01002455,Hillingdon 019D,E09000017,Hillingdon,0.2,12407,4,0.2,13954,5
E01002456,Hillingdon 017C,E09000017,Hillingdon,0.2,11306,4,0.2,12333,4
E01002457,Hillingdon 019E,E09000017,Hillingdon,0.3,7644,3,0.2,11409,4
E01002458,Hillingdon 011A,E09000017,Hillingdon,0.1,26213,8,0.0,32285,10
E01002459,Hillingdon 011B,E09000017,Hillingdon,0.0,30744,10,0.0,30942,10
E01002460,Hillingdon 011C,E09000017,Hillingdon,0.1,20579,7,0.1,22500,7
E01002461,Hillingdon 013A,E09000017,Hillingdon,0.1,22487,7,0.1,30695,10
E01002462,Hillingdon 011D,E09000017,Hillingdon,0.0,30307,10,0.0,32012,10
E01002463,Hillingdon 013B,E09000017,Hillingdon,0.1,26730,9,0.1,28745,9
E01002464,Hillingdon 011E,E09000017,Hillingdon,0.1,23936,8,0.1,19765,7
E01002465,Hillingdon 009A,E09000017,Hillingdon,0.2,13192,5,0.1,21341,7
E01002466,Hillingdon 010B,E09000017,Hillingdon,0.1,25898,8,0.1,28135,9
E01002467,Hillingdon 009B,E09000017,Hillingdon,0.1,18849,6,0.1,29481,9
E01002468,Hillingdon 010C,E09000017,Hillingdon,0.1,27413,9,0.1,27350,9
E01002469,Hillingdon 010D,E09000017,Hillingdon,0.1,24983,8,0.1,25325,8
